"project_id","item_key","text","cluster"
"Apache httpd-2",55458,"allow to configure what mod_ssl responds when one doesn't talk TLS/SSL to the port",14
"JMeter",58609,"JMeter support for gzip for requests when content-encoding is set to gzip",14
"Apache httpd-2",39973,"apache software folder should be movable",14
"Apache httpd-2",52174,"Allow hard lower-limits on the number of fcgi service processes",14
"Ant",37913,"Get and Post tasks: cookies not set when redirect  received",14
"Xerces-J",9368,"IBM-1047 EBCDIC codepage not supported?",14
"Apache httpd-2",31302,"suexec doesn't execute commands if they're not in the current dir",14
"Xerces-J",2497,"JVM segmentation fault when loading xerces parsers",14
"Slide",21158,"ContentImpl does not follow link to retrieve descriptor from targeted object's store",14
"Xerces-J",5175,"XML Schema include support only goes one level deep",14
"Fop - Now in Jira",38244,"table-column and number-columns-spanned (prepatch)",14
"Fop - Now in Jira",47726,"Line breaking a word in the Thai language.",14
"Fop - Now in Jira",48684,"Hyphenation of languages with country code does unnecessary IO / innefficient caching.",14
"Ant",34633,"ReplaceRegExp periodically errors out with ""Couldn't rename temporary file""",14
"Fop - Now in Jira",49501,"Missing %%DocumentNeededResources: Comment When Optimization Mode is Off",14
"Slide",31196,"error thrown in init() when no namespace defined",14
"Apache httpd-2",33207,"Results of my suexec.c code audit",14
"Apache httpd-2",31709,"Raises an error on SSL name based virtualhosts (wildcard cert) on some conditions.",14
"Xerces-J",4914,"Unique Particle Constraint too strong in Xerces 1.4.3?",14
"Log4j - Now in Jira",30892,"Log files cannot be closed",14
"Apache httpd-2",31352,"RFE, Bind to LDAP server with browser supplier user/pass",14
"Ant",27596,"no way to verify JAR files as validly signed in Ant. (was: signjar should support the -verify and -certs options)",14
"Lenya",42383,"[search] Advanced search form",14
"Ant",24431,"XML Logger marks compile-errors as warnings",14
"Apache httpd-2",11580,"generate Content-Location headers",14
"Ant",19673,"Add timeout attribute to serverdeploy vendor-specific elements",14
"Tomcat 8",43925,"org.apache.jasper.runtime.BodyContentImpl causing huge memory allocations",14
"Apache httpd-2",52532,"VirtualHost added TWICE to name-virtual-host list when multiple names resolve to same IP address.",14
"Apache httpd-2",43762,"Misleading tips in an error message about internal redirects",14
"Batik - Now in Jira",49046,"SVGGraphics2D: Allow toggling the output of DOCTYPE declaration",14
"Batik - Now in Jira",48702,"Allow rendering hints of rasterizer to be overridable",14
"Batik - Now in Jira",44751,"IllegalArgumentException is thrown when trying to use WMFTranscoder to convert a WMF into SVG",15
"Apache httpd-2",53555,"Scoreboard full error with event/ssl",15
"Tomcat 9",57767,"Websocket client proprietary configuration",15
"Log4j - Now in Jira",34651,"allow for a header on top of every rolled file",15
"APR",59057,"APR_VERSION_STRING_CSV from apr_version.h is malformed and fails compilation with some compilers",15
"Log4j - Now in Jira",47123,"TimeBasedRollingPolicy appends logs into a old log file, instead of rolling the log file.",15
"Apache httpd-2",48949,"fcgid processes never get killed after graceful restart",15
"POI",58966,"Row.getCell doesn't retrieve the same value than what VBA gives",15
"Batik - Now in Jira",38891,"Massive WMFTranscoder problems",15
"APR",51307,"Build error: ldap/apr_ldap_rebind.c",15
"Ant",59160,"scp task does not support ipv6",15
"POI",57623,"Nested column groupings not working",15
"Apache httpd-2",55887,"In Windows apache, when user access to /con, apache returns 403 instead of 404(not found)",15
"Log4j - Now in Jira",51279,"log4j.properties doesn't support environment variable",15
"POI",50833,"workbook.write(outputstream) corrupts cell comments for protected workbooks",15
"Apache httpd-2",42732,"Authentication against database issue.",15
"POI",57517,"[PATCH] Wrong result when calling HSSFOptimiser.optimiseCellStyles on workbook that uses user defined styles",15
"Apache httpd-2",50592,"httpd dumps core on an IPv6 only system",15
"Batik - Now in Jira",38207,"[PATCH] CSS character escape sequences not parsed correctly",15
"Slide",41489,"207 instead of 403 response for MOVE/COPY/DELETE (+ suggested fix)",15
"POI",59674,"Workbook.write() corrupts non edited BIFF8 file",15
"Apache httpd-2",52038,"NameWidth works incorrectly together with Charset=UTF-8 and russian file names",15
"Apache httpd-2",46678,"Fixed Content-Length using mod_ext_filter with mode=input",15
"POI",59227,"Unable to get the cell correct value with Chinese date format",15
"POI",51643,"XWPFTable.createRow() uses first row as a template",15
"POI",60021,"poi POM should include runtime dependency on poi-ooxml",15
"POI",55844,"Inline custom colors not correctly extracted by HSSFCellStyle#getFillForegroundColorColor",15
"APR",60179,"Cannot compile with OpenSSL 1.1.0",15
"Apache httpd-2",51725,"Multiple Range: request accepted as ""Range: n-m""",15
"Fop - Now in Jira",48053,"[PATCH] Footnotes in absolute block containers cause NPE",15
"Log4j - Now in Jira",48209,"Websphere 6.0: logging statements appear in the SYSPRINT (System.out)",15
"APR",56342,"cannot build apr with mingw-w64",15
"Apache httpd-2",52894,"Apache aborts abnormally when ChrootDir is set",15
"Apache httpd-2",54817,"if prefix and sysconfdir are the same then http.conf not found",15
"Apache httpd-2",50237,"webdav LOCK access with multiple threads to same folder causes UNLOCK failures",15
"Apache httpd-2",56541,"Proxy 502's on large file post requests",15
"Batik - Now in Jira",50330,"Embedded image reports unsupported or corrupt URL",15
"Apache httpd-2",54549,"mod_mime AddEncoding and mod_negotiation fix_encoding() fixup hook",15
"APR",51062,"httpd child process consumes CPU",15
"Apache httpd-2",52081,"segfault if mbox files have unexpected names",15
"Apache httpd-2",55942,"400 - Bad Request on POST (Windows Server 2012 Hyper-V with SSL)",15
"POI",54354,"Right Side Border not rendered.",15
"Apache httpd-2",45402,"mod_autoindex incorrectly fails to list files",15
"Lenya",54514,"Resolve the xml-api and xercesImpl differents version in WEBINF",15
"Ant",53849,"Unable to restrict the packages for javadoc by using packageList",15
"Ant",40093,"ant.PropertyHelper reference not passed to called build",15
"APR",52785,"testall fails if pool debug is enabled",15
"Apache httpd-2",46824,"RemoveOutputFilter will not work for Filters added in server config",15
"Xerces-J",33487,"LSSerializer fails when validating external entities with namespaces",15
"Apache httpd-2",48888,"DOCTYPE definitions nearly 11 years out-of-date",15
"Apache httpd-2",51020,"[PATCH] Apache/mod_fcgid.so does not start in complex Active Directory forest",15
"Apache httpd-2",57448,"SSI <!--#set --> cannot capture backreferences from regex match in <!--#if -->",15
"Apache httpd-2",51904,"output to stderr from cgi script causes script to hang *during uploads*",15
"Log4j - Now in Jira",48986,"RollingFileAppender.rollOver() calls this.setFile with wrong append parameter",15
"Apache httpd-2",47167,"Authenticated sessions being switched by reverse proxy",15
"Apache httpd-2",52520,"ProxyRemote & NoProxy directive can not take IPv6 literal address",15
"Apache httpd-2",48364,"PHP-generated pages are not cached in spite of pertinent header entries",15
"Fop - Now in Jira",39422,"[PATCH] Fop fails to render non-ascii characters in PDF output",15
"Apache httpd-2",57636,"URLs without protocol are not rewriten by mod_proxy_html",15
"Fop - Now in Jira",53210,"adjoining blocks with break-before=""page"" break-after=""page"" cause extra empty page",15
"Log4j - Now in Jira",56623,"ThrowableInformationPatternConverter should not use ""\n"" for line separation",15
"Security - Now in JIRA",50236,"VerifyMerlinsExamplesFifteen/Sixteen.java samples should ignore signature-enveloping-hmac-sha1-40.xml",15
"JMeter",58846,"Execution of Jmeter scripts using cucumber",15
"Lenya",43961,"Neutron Usecase Enhancements",15
"JMeter",60112,"Report / Dashboard : Add ability to customize APDEX thresholds per Transaction name",15
"Apache httpd-2",57301,"Add SessionMaxAgeAbsolute Directive",15
"Batik - Now in Jira",47752,"All Glyphs in the TTF files are not included",15
"Ant",44816,"Enhancement to tar-task (and maybe zip-task)",15
"Apache httpd-2",54830,"Make SSLPProxyMachineCertificateFile configurable per location",15
"Ant",33169,"ClearCase update produces verbose output---request standard output suppression feature",15
"Apache httpd-2",41412,"RewriteRule Skip should take negative arguments",15
"Tomcat Modules",51879,"Improve access to Native Connection Methods",15
"Apache httpd-2",45259,"Add /home/[a-z]/* scheme to UserDir conf",15
"Tomcat 8",55788,"TagPlugins should key on tag QName rather than implementation class",15
"JMeter",58939,"View Results Tree : Add ability to drop selected nodes (request/responses)",15
"Tomcat 7",50670,"Tribes | RpcChannel | Add option to specify external class loaders to support custom message classes",15
"Tomcat 9",59203,"Try to call Thread.interrupt before calling Thread.stop in WebappClassLoaderBase#clearReferencesThreads",15
"POI",55936,"[PATCH] Tabstop alignment and leader",15
"Log4j - Now in Jira",47141,"add getCyclicBuffer() method to log4j SMTPAppender",15
"Apache httpd-2",40441,"intelligently handling dynamic subdomains",15
"Apache httpd-2",56590,"(REST-) API for configuring balancer manager remote (e.g. reactivate instances etc.)",15
"Tomcat 6",49804,"Allow Embedded.redirectStreams value to be configurable via System.property",15
"Apache httpd-2",57436,"Option to strip extra data after websocket request headers",15
"POI",59302,"Add support for reading VBA projects in HSLF",15
"Tomcat 6",49943,"Logging (via juli) does not reread configuration correctly when forced via LogManager indirect calls",15
"Lenya",44567,"add <meta:attribute ... syntax to metadata transformer",15
"Lenya",36669,"Implement export usecase",15
"JMeter",57013,"use multiple bytes to define the termination of response in TCP Sampler",15
"Apache httpd-2",46417,"[notice] Parent: child process exited with status 3221225477 -- Restarting.",15
"Apache httpd-2",23167," --enable-layout never goes to apr apr-util",15
"Slide",24491,"PATCH: Fixes problem in Oracle with properties longer that 4000 chars.",15
"Xerces-J",6111,"Improper entity callbacks for entities in attrib values",15
"Fop - Now in Jira",45809,"PNGs are rendered with dull colors",15
"Fop - Now in Jira",27727,"problem displaying Japanese fonts in PDF.",15
"Slide",28139,"auto-create-user broken",15
"Fop - Now in Jira",46048,"Wrong images used (how to clear image cache?)",15
"Fop - Now in Jira",43237,"IndexOutOfBoundsException",15
"Slide",12992,"JNDI Wrapper cannot handle workspaces",15
"Fop - Now in Jira",41822,"Generated example from \examples\fo\basic\list.fo has ""wrong"" bullets",15
"Xindice",28319,"XMLResource.setContentAsDOM does not take care of Element.nsURI (fix attached)",15
"Xerces-J",7224,"Xerces error strings in non-english languages",15
"Xerces-J",5635,"DeclHandler.elementDecl passes wrong content model for superfluous ?, + or *",15
"Apache httpd-2",8713,"No Errorlog on PROPFIND/Depth:Infinity",15
"Apache httpd-2",29090,"MultiviewsMatch NegotiatedOnly extensions not respected?",15
"Ant",16494,"[PATCH] accessibility of Ant documentation",15
"Fop - Now in Jira",47654,"Issue a warning when borders are specified on other elements than fo:table and fo:table-cell in the separate-border model",15
"Lenya",28408,"factor out cms-screen resource",15
"Fop - Now in Jira",53298,"docs need update: reference to area tree as 'intermediate format'",15
"POI",57596,"OfficeDrawing doesn't return diagram escher records",15
"POI",57597,"No support for multiple sections in HeaderStories",15
"Log4j - Now in Jira",46592,"trim() on property file entries",15
"Xerces-J",1793,"Validating with different character sets between content and declaration ",16
"Apache httpd-2",59815,"different behaviour between 2.4.20 and 2.4.23 using php as cgi with mod_rewrite and parameters sent as get",16
"APR",59817,"Potentially uninitialized variable in iconv_ces_euc.c apr_iconv_euc_convert_to_ucs()",16
"APR",54922,"apr_snprintf undefined reference to modf",16
"Apache httpd-2",38827,"mod_disk_cache trying to rename locked tempfile on 304 response",16
"Apache httpd-2",56645,"socket callback with timeout callback causes infinite loop",16
"Apache httpd-2",56697,"status page still shown while blocked",16
"Apache httpd-2",49568,"Apache mod_authnz_ldap built with the MS LDAPSDK does not handle multi-byte DNs",16
"Apache httpd-2",59970,"DoS with a single TLS connection on windows",16
"POI",59100,"Sent Date field is not extracted in message object when mail category set to RED",16
"Apache httpd-2",55034,"Apache 2.4.4 won't open more that 32k VH file handlers",16
"Apache httpd-2",54986,"httpd hanging on large form submit in ap_run_handler",16
"Fop - Now in Jira",47746,"[PATCH] AFP Output: Bug rendering borders of rotated tables",16
"BCEL - Now in Jira",52468,"Invalid LocalVariableTable and LineNumberTable after modifying instruction list",16
"Apache httpd-2",57785,"REDIRECT_URL is not suitable for use in server-generated pages",16
"Apache httpd-2",37402,"mod_proxy has stopped allowing POST sub-requests",16
"Tomcat 8",60087,"Bouncy Castle in WEB-INF/lib not working on Tomcat 8 when unpackWars=false",16
"Apache httpd-2",50412,"if IndexOptions +XHTML, the correct MIME type should be automatically choosen",16
